STATE,DISTRICT,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,HARDNESS,QUALITY
A&N Islands,South Andaman,7.74,349.0,0.0,183.0,25.0,1.0,1.0,0.0,175.0,34.0,22.0,10.0,0.0,0.84,24.0,206.0,Hard,Safe
A&N Islands,South Andaman,7.53,660.0,0.0,262.0,82.0,5.0,1.0,0.0,250.0,52.0,29.0,51.0,1.0,0.28,24.0,381.0,Hard,Safe
A&N Islands,South Andaman,7.5,270.0,0.0,116.0,35.0,1.0,0.0,0.0,125.0,4.0,28.0,10.0,1.0,0.46,24.0,151.0,Hard,Safe
A&N Islands,South Andaman,7.6,311.0,0.0,159.0,39.0,2.0,0.0,0.0,135.0,26.0,17.0,15.0,2.0,0.37,24.0,198.0,Hard,Safe
A&N Islands,South Andaman,7.82,2501.0,0.0,512.0,560.0,56.0,5.0,0.0,465.0,56.0,79.0,336.0,18.0,0.95,24.0,1424.0,Hard,Moderately Safe
A&N Islands,South Andaman,7.71,264.0,0.0,153.0,35.0,1.0,1.0,0.0,130.0,26.0,16.0,15.0,0.0,0.57,24.0,188.0,Hard,Safe
A&N Islands,South Andaman,7.79,535.0,0.0,323.0,28.0,1.0,1.0,0.0,245.0,38.0,36.0,19.0,0.0,0.41,24.0,321.0,Hard,Safe
A&N Islands,South Andaman,7.78,440.0,0.0,226.0,39.0,1.0,1.0,0.0,190.0,36.0,24.0,22.0,2.0,0.69,24.0,264.0,Hard,Safe
A&N Islands,N&M Andaman,7.92,592.0,0.0,317.0,35.0,1.0,0.0,0.0,265.0,34.0,44.0,15.0,2.0,0.32,24.0,325.0,Hard,Safe
A&N Islands,N&M Andaman,7.78,456.0,0.0,226.0,21.0,5.0,2.0,0.0,205.0,38.0,27.0,14.0,7.0,0.6,24.0,251.0,Hard,Safe
A&N Islands,N&M Andaman,7.78,531.0,0.0,323.0,25.0,2.0,1.0,0.0,245.0,36.0,38.0,14.0,1.0,0.68,24.0,314.0,Hard,Safe
A&N Islands,N&M Andaman,7.29,506.0,0.0,275.0,32.0,0.0,0.0,0.0,215.0,32.0,33.0,14.0,1.0,0.66,24.0,280.0,Hard,Unsafe
A&N Islands,N&M Andaman,7.75,431.0,0.0,220.0,25.0,1.0,1.0,0.0,195.0,20.0,35.0,18.0,1.0,0.4,24.0,234.0,Hard,Safe
A&N Islands,South Andaman,7.22,147.0,0.0,49.0,25.0,0.0,0.0,0.0,50.0,16.0,2.0,9.0,1.0,0.37,24.0,84.0,Soft,Unsafe
A&N Islands,N&M Andaman,7.83,548.0,0.0,293.0,28.0,1.0,1.0,0.0,200.0,26.0,33.0,35.0,1.0,0.49,24.0,303.0,Hard,Safe
A&N Islands,N&M Andaman,7.59,253.0,0.0,122.0,28.0,1.0,1.0,0.0,110.0,22.0,13.0,11.0,2.0,0.47,24.0,153.0,Moderately,Safe
A&N Islands,N&M Andaman,7.9,626.0,0.0,342.0,28.0,1.0,1.0,0.0,240.0,26.0,43.0,48.0,1.0,0.38,24.0,356.0,Hard,Safe
A&N Islands,N&M Andaman,7.7,349.0,0.0,189.0,25.0,1.0,1.0,0.0,150.0,22.0,23.0,16.0,3.0,0.7,24.0,206.0,Hard,Safe
A&N Islands,N&M Andaman,7.38,186.0,0.0,92.0,21.0,0.0,1.0,0.0,80.0,22.0,6.0,9.0,2.0,0.48,24.0,117.0,Moderately,Unsafe
A&N Islands,N&M Andaman,7.61,579.0,0.0,238.0,60.0,6.0,8.0,0.0,195.0,36.0,26.0,50.0,7.0,0.34,24.0,338.0,Hard,Safe
A&N Islands,N&M Andaman,7.38,387.0,0.0,195.0,21.0,2.0,1.0,0.0,115.0,32.0,9.0,44.0,3.0,0.31,24.0,231.0,Moderately,Safe
A&N Islands,N&M Andaman,7.31,278.0,0.0,177.0,21.0,1.0,3.0,0.0,145.0,14.0,27.0,9.0,1.0,0.43,24.0,185.0,Hard,Safe
A&N Islands,N&M Andaman,7.54,475.0,0.0,238.0,35.0,11.0,4.0,0.0,190.0,38.0,23.0,32.0,2.0,0.39,24.0,292.0,Hard,Safe
A&N Islands,N&M Andaman,7.29,360.0,0.0,134.0,21.0,38.0,2.0,0.0,120.0,28.0,12.0,32.0,5.0,0.54,24.0,221.0,Moderately,Safe
A&N Islands,N&M Andaman,7.55,844.0,0.0,329.0,28.0,86.0,7.0,0.0,355.0,56.0,52.0,42.0,2.0,0.34,24.0,475.0,Hard,Moderately Safe
A&N Islands,N&M Andaman,7.69,366.0,0.0,220.0,18.0,2.0,0.0,0.0,175.0,36.0,21.0,14.0,2.0,0.57,24.0,227.0,Hard,Safe
A&N Islands,South Andaman,7.77,378.0,0.0,220.0,25.0,1.0,0.0,0.0,195.0,42.0,22.0,11.0,2.0,0.38,24.0,237.0,Hard,Safe
A&N Islands,South Andaman,7.45,412.0,0.0,195.0,35.0,3.0,2.0,0.0,140.0,28.0,17.0,24.0,1.0,0.68,24.0,230.0,Hard,Safe
A&N Islands,South Andaman,7.52,273.0,0.0,146.0,25.0,2.0,1.0,0.0,120.0,28.0,12.0,12.0,1.0,0.52,24.0,172.0,Moderately,Safe
A&N Islands,Long Island,7.14,533.0,0.0,305.0,25.0,5.0,2.0,0.0,255.0,74.0,17.0,7.0,1.0,0.74,24.0,317.0,Hard,Safe
A&N Islands,Long Island,7.34,878.0,0.0,494.0,32.0,2.0,0.0,0.0,280.0,40.0,44.0,55.0,11.0,0.68,24.0,497.0,Hard,Safe
A&N Islands,Havelock,7.77,878.0,0.0,458.0,53.0,8.0,1.0,0.0,245.0,48.0,30.0,75.0,8.0,0.22,24.0,504.0,Hard,Safe
A&N Islands,N&M Andaman,7.6,260.0,0.0,146.0,18.0,8.0,0.0,0.0,135.0,18.0,22.0,9.0,1.0,0.15,24.0,165.0,Hard,Safe
A&N Islands,South Andaman,7.79,858.0,0.0,458.0,50.0,6.0,0.0,0.0,110.0,16.0,17.0,154.0,4.0,0.23,24.0,527.0,Moderately,Safe
A&N Islands,Neil Island,7.25,557.0,0.0,329.0,35.0,3.0,1.0,0.0,245.0,44.0,33.0,21.0,1.0,0.31,24.0,338.0,Hard,Safe
A&N Islands,Neil Island,7.46,746.0,0.0,409.0,43.0,11.0,1.0,0.0,300.0,64.0,34.0,40.0,3.0,0.25,24.0,446.0,Hard,Safe
A&N Islands,Neil Island,7.71,1020.0,0.0,488.0,74.0,4.0,1.0,0.0,330.0,54.0,47.0,50.0,13.0,0.72,24.0,543.0,Hard,Moderately Safe
A&N Islands,Neil Island,7.59,953.0,0.0,415.0,78.0,24.0,2.0,0.0,295.0,44.0,45.0,60.0,5.0,0.26,24.0,511.0,Hard,Safe
A&N Islands,Ross Island,7.53,466.0,0.0,183.0,53.0,19.0,0.0,0.0,210.0,48.0,22.0,12.0,2.0,0.37,24.0,290.0,Hard,Safe
A&N Islands,South Andaman,7.67,348.0,0.0,183.0,21.0,2.0,0.0,0.0,160.0,26.0,23.0,11.0,0.0,1.21,24.0,225.0,Hard,Safe
A&N Islands,South Andaman,7.87,448.0,0.0,226.0,18.0,25.0,0.0,0.0,190.0,38.0,23.0,17.0,1.0,0.38,24.0,287.0,Hard,Safe
A&N Islands,South Andaman,7.92,749.0,0.0,262.0,92.0,6.0,6.0,0.0,180.0,48.0,15.0,87.0,8.0,0.51,24.0,437.0,Hard,Safe
A&N Islands,South Andaman,7.2,157.0,0.0,61.0,21.0,0.0,0.0,0.0,60.0,18.0,4.0,7.0,1.0,0.82,24.0,104.0,Moderately,Unsafe
A&N Islands,South Andaman,7.5,1016.0,0.0,397.0,96.0,18.0,5.0,0.0,230.0,62.0,18.0,127.0,7.0,0.31,24.0,585.0,Hard,Moderately Safe
A&N Islands,South Andaman,7.88,372.0,0.0,183.0,18.0,4.0,0.0,0.0,135.0,20.0,21.0,16.0,1.0,0.26,24.0,205.0,Hard,Safe
A&N Islands,South Andaman,7.66,461.0,0.0,220.0,21.0,40.0,0.0,0.0,175.0,42.0,17.0,29.0,2.0,0.64,24.0,305.0,Hard,Safe
A&N Islands,South Andaman,7.71,391.0,0.0,153.0,21.0,46.0,1.0,0.0,135.0,38.0,10.0,29.0,6.0,0.45,24.0,266.0,Hard,Safe
A&N Islands,South Andaman,7.29,223.0,0.0,73.0,35.0,0.0,0.0,0.0,130.0,40.0,7.0,34.0,3.0,0.18,24.0,125.0,Hard,Unsafe
A&N Islands,South Andaman,7.53,190.0,0.0,67.0,18.0,10.0,0.0,0.0,70.0,18.0,6.0,12.0,0.0,0.19,24.0,118.0,Moderately,Safe
A&N Islands,South Andaman,7.15,609.0,0.0,183.0,78.0,15.0,1.0,0.0,140.0,26.0,18.0,68.0,4.0,0.24,24.0,339.0,Hard,Safe
A&N Islands,South Andaman,7.55,169.0,0.0,67.0,25.0,0.0,0.0,0.0,60.0,16.0,5.0,13.0,0.0,0.53,24.0,112.0,Hard,Unsafe
A&N Islands,South Andaman,7.81,326.0,0.0,140.0,43.0,2.0,2.0,0.0,110.0,36.0,5.0,29.0,4.0,0.35,24.0,223.0,Moderately,Safe
A&N Islands,South Andaman,7.04,202.0,0.0,67.0,21.0,17.0,1.0,0.0,100.0,22.0,11.0,3.0,1.0,0.32,24.0,121.0,Moderately,Safe
A&N Islands,N&M Andaman,7.91,499.0,0.0,256.0,43.0,1.0,1.0,0.0,225.0,22.0,41.0,19.0,4.0,0.21,24.0,300.0,Hard,Safe
A&N Islands,N&M Andaman,7.38,157.0,0.0,61.0,18.0,5.0,1.0,0.0,65.0,12.0,9.0,6.0,1.0,0.32,24.0,95.0,Moderately,Safe
A&N Islands,N&M Andaman,7.91,931.0,0.0,281.0,113.0,61.0,3.0,0.0,345.0,30.0,66.0,55.0,7.0,0.83,24.0,515.0,Hard,Moderately Safe
A&N Islands,N&M Andaman,7.72,748.0,0.0,348.0,67.0,0.0,1.0,0.0,260.0,74.0,18.0,63.0,2.0,0.52,24.0,439.0,Hard,Unsafe
A&N Islands,N&M Andaman,8.07,481.0,0.0,165.0,32.0,47.0,1.0,0.0,125.0,24.0,16.0,44.0,2.0,0.34,24.0,279.0,Hard,Safe
A&N Islands,N&M Andaman,7.64,616.0,0.0,299.0,32.0,7.0,1.0,0.0,250.0,22.0,47.0,25.0,2.0,0.74,24.0,340.0,Hard,Safe
A&N Islands,N&M Andaman,8.07,516.0,0.0,262.0,14.0,3.0,0.0,0.0,225.0,22.0,41.0,5.0,0.0,0.26,24.0,267.0,Hard,Safe
A&N Islands,N&M Andaman,8.03,427.0,0.0,171.0,25.0,37.0,0.0,0.0,175.0,16.0,33.0,13.0,1.0,0.19,24.0,246.0,Hard,Safe
A&N Islands,Havelock Island,7.66,1076.0,0.0,299.0,138.0,91.0,5.0,0.0,280.0,80.0,19.0,107.0,8.0,0.73,24.0,645.0,Hard,Moderately Safe
A&N Islands,Havelock Island,7.54,579.0,0.0,293.0,46.0,4.0,1.0,0.0,235.0,62.0,19.0,32.0,7.0,0.28,24.0,370.0,Hard,Safe
A&N Islands,Havelock Island,7.48,895.0,0.0,439.0,71.0,0.0,1.0,0.0,285.0,78.0,22.0,87.0,3.0,0.39,24.0,530.0,Hard,Unsafe
A&N Islands,Havelock Island,7.58,446.0,0.0,134.0,28.0,63.0,0.0,0.0,195.0,60.0,11.0,3.0,3.0,0.17,24.0,321.0,Hard,Safe
A&N Islands,Neil Island,7.55,673.0,0.0,293.0,74.0,21.0,1.0,0.0,240.0,64.0,19.0,49.0,2.0,0.08,24.0,436.0,Hard,Safe
A&N Islands,Neil Island,7.65,593.0,0.0,244.0,50.0,10.0,0.0,0.0,240.0,54.0,26.0,23.0,3.0,0.96,24.0,333.0,Hard,Safe
Andhra Pradesh,Visakhapatnam,6.8,410.0,0.0,171.0,25.0,8.0,41.0,0.0,180.0,38.0,21.0,13.0,2.0,0.401,24.0,520.0,Hard,Safe
Andhra Pradesh,Visakhapatnam,7.2,760.0,0.0,189.0,82.0,20.0,97.0,0.0,195.0,50.0,17.0,71.0,22.0,0.322,24.0,520.0,Hard,Safe
Andhra Pradesh,Visakhapatnam,7.21,2750.0,0.0,708.0,397.0,143.0,120.0,0.0,780.0,200.0,68.0,274.0,26.0,0.677,24.0,520.0,Hard,Moderately Safe
Andhra Pradesh,Visakhapatnam,7.69,1400.0,0.0,549.0,99.0,70.0,55.0,0.0,310.0,64.0,36.0,175.0,11.0,1.59,24.0,520.0,Hard,Moderately Safe
Andhra Pradesh,Visakhapatnam,7.5,1150.0,0.0,476.0,71.0,45.0,53.0,0.0,390.0,104.0,32.0,62.0,23.0,0.509,24.0,520.0,Hard,Moderately Safe
Andhra Pradesh,Visakhapatnam,7.61,2140.0,0.0,610.0,298.0,80.0,23.0,0.0,580.0,56.0,107.0,219.0,8.0,0.533,24.0,520.0,Hard,Moderately Safe
Andhra Pradesh,Visakhapatnam,7.31,2740.0,0.0,952.0,269.0,135.0,24.0,0.0,540.0,56.0,97.0,334.0,68.0,0.688,24.0,520.0,Hard,Moderately Safe
Andhra Pradesh,Visakhapatnam,7.7,1140.0,0.0,451.0,78.0,70.0,24.0,0.0,320.0,48.0,49.0,117.0,0.0,0.807,24.0,520.0,Hard,Moderately Safe
Andhra Pradesh,Visakhapatnam,7.28,690.0,0.0,214.0,71.0,35.0,18.0,0.0,205.0,42.0,24.0,60.0,0.0,0.338,24.0,520.0,Hard,Safe
Andhra Pradesh,Visakhapatnam,7.6,800.0,0.0,281.0,71.0,36.0,17.0,0.0,250.0,46.0,33.0,64.0,2.0,0.594,24.0,520.0,Hard,Safe
Andhra Pradesh,Visakhapatnam,7.4,350.0,0.0,165.0,14.0,13.0,5.0,0.0,105.0,28.0,9.0,23.0,16.0,0.485,24.0,520.0,Moderately,Safe
Andhra Pradesh,Visakhapatnam,7.29,780.0,0.0,360.0,35.0,35.0,5.0,0.0,205.0,36.0,28.0,85.0,1.0,0.918,24.0,520.0,Hard,Safe
Andhra Pradesh,Visakhapatnam,7.3,950.0,0.0,464.0,35.0,29.0,3.0,0.0,305.0,54.0,41.0,78.0,1.0,0.817,24.0,520.0,Hard,Moderately Safe
Andhra Pradesh,Visakhapatnam,7.6,1630.0,0.0,366.0,142.0,281.0,30.0,0.0,560.0,64.0,97.0,98.0,30.0,0.982,24.0,520.0,Hard,Moderately Safe
Andhra Pradesh,Visakhapatnam,7.32,850.0,0.0,476.0,11.0,18.0,4.0,0.0,275.0,56.0,33.0,69.0,5.0,1.0,24.0,520.0,Hard,Safe
Arunachal Pradesh,PAPUMPARE,8.07,367.3,0.0,103.78,31.905,14.94,40.32,0.0,155.0,16.01,27.9,14.49,6.11,0.26,24.0,197.5,Hard,Safe
Arunachal Pradesh,Changlang,7.88,114.7,0.0,73.26,3.545,2.09,5.26,0.0,75.0,6.0,14.56,1.3,0.31,0.12,24.0,61.1,Moderately,Safe
Arunachal Pradesh,Changlang,7.79,122.0,0.0,61.05,14.18,10.36,6.48,0.0,70.0,12.01,9.7,2.93,1.6,0.13,24.0,64.77,Moderately,Safe
Arunachal Pradesh,Lower Dibang valley,7.71,207.9,0.0,67.15,10.635,14.9,14.46,0.0,45.0,16.01,1.21,14.23,9.08,0.13,24.0,109.1,Soft,Safe
Arunachal Pradesh,Tirap,7.49,146.4,0.0,42.73,17.725,13.67,4.23,0.0,65.0,8.01,10.92,6.82,3.49,0.04,24.0,77.5,Moderately,Safe
Arunachal Pradesh,Lohit,7.39,47.35,0.0,54.94,10.635,3.05,0.06,0.0,30.0,10.01,1.21,15.91,2.06,0.06,24.0,25.09,Soft,Safe
Arunachal Pradesh,Tirap,7.36,44.2,0.0,24.42,17.725,2.75,1.05,0.0,45.0,6.0,7.28,1.76,0.37,0.08,24.0,23.17,Soft,Safe
Arunachal Pradesh,Tirap,7.05,112.4,0.0,67.15,60.265,8.01,13.58,0.0,155.0,6.0,33.98,7.06,4.13,0.04,24.0,59.51,Hard,Safe
Assam,East Kaarbi-Anglong,8.77,337.9,12.0,238.09,28.36,0.0,12.57,0.0,185.0,48.04,15.75,18.59,13.9,0.7,24.0,196.6,Hard,Moderately Safe
Assam,Nagaon,8.76,505.4,9.0,231.99,77.99,45.24,12.54,0.0,205.0,46.04,21.82,48.6,22.74,0.62,24.0,297.2,Hard,Moderately Safe
Assam,Kamrup Metro,8.72,369.7,15.0,244.2,53.175,18.91,0.0,0.0,205.0,34.03,29.11,37.8,7.99,1.8,24.0,197.8,Hard,Moderately Safe
Assam,Karbi Anglong,8.7,246.0,6.0,195.36,14.18,8.31,0.0,0.0,145.0,44.04,8.47,11.53,35.0,0.61,24.0,142.5,Hard,Moderately Safe
Assam,East Kaarbi-Anglong,8.7,249.1,6.0,140.41,28.36,10.54,30.82,0.0,120.0,32.03,9.69,27.62,3.9,0.88,24.0,144.2,Moderately,Moderately Safe
Assam,Nagaon,8.68,540.2,21.0,274.72,38.995,26.02,17.96,0.0,220.0,44.04,26.68,45.14,9.52,0.88,24.0,311.4,Hard,Moderately Safe
Assam,East Kaarbi-Anglong,8.68,197.8,12.0,152.62,10.635,7.66,22.75,0.0,110.0,36.03,4.84,25.42,5.06,0.64,24.0,114.8,Moderately,Moderately Safe
Assam,East Kaarbi-Anglong,8.66,474.3,15.0,293.03,49.63,9.72,11.48,0.0,140.0,26.02,18.19,65.7,38.15,0.72,24.0,276.4,Hard,Moderately Safe
Assam,Kamrup,8.66,449.5,12.0,238.09,155.98,12.12,0.5,0.0,175.0,52.04,10.9,78.92,48.6,1.1,24.0,240.8,Hard,Moderately Safe
Assam,Nagaon,8.64,728.1,21.0,445.66,88.625,21.69,0.0,0.0,330.0,56.04,46.09,48.68,50.93,0.66,24.0,423.5,Hard,Moderately Safe
Assam,Nagaon,8.64,312.1,6.0,152.62,38.995,20.39,0.0,0.0,105.0,30.02,7.27,21.72,33.8,0.66,24.0,182.1,Moderately,Moderately Safe
Assam,Nagaon,8.62,286.6,12.0,177.04,24.815,11.56,0.0,0.0,130.0,36.03,9.69,24.92,10.78,0.97,24.0,165.0,Hard,Moderately Safe
Assam,Morigaon,8.59,214.5,3.0,91.57,24.815,11.13,0.0,0.0,120.0,28.02,12.12,2.41,8.44,0.74,24.0,121.1,Moderately,Moderately Safe
Assam,East Kaarbi-Anglong,8.53,500.2,12.0,323.56,53.175,30.45,5.39,0.0,255.0,48.04,32.74,44.01,14.6,0.83,24.0,297.5,Hard,Moderately Safe
Assam,Nagaon,8.49,410.4,15.0,280.82,28.36,21.19,13.86,0.0,225.0,52.04,23.03,28.68,11.09,1.0,24.0,240.1,Hard,Safe
Assam,Goalpara,8.48,348.1,6.0,268.61,17.725,1.29,0.52,0.0,105.0,26.02,9.7,52.11,52.3,2.3,24.0,185.0,Moderately,Safe
Assam,Karbi Anglong,8.45,1058.0,6.0,659.33,138.255,19.41,0.77,0.0,255.0,32.03,42.46,176.72,43.8,0.62,24.0,629.7,Hard,Moderately Safe
Assam,Nagaon,8.45,111.2,9.0,207.57,113.44,5.09,0.0,0.0,230.0,24.02,41.25,54.79,0.85,0.42,24.0,64.15,Hard,Safe
Assam,Nagaon,8.44,428.1,15.0,213.67,38.995,15.49,20.08,0.0,200.0,54.04,15.75,27.69,3.13,0.97,24.0,245.8,Hard,Safe
Assam,Morigaon,8.44,468.9,21.0,360.19,17.725,0.0,2.33,0.0,270.0,92.07,9.66,9.2,28.08,0.99,24.0,270.8,Hard,Unsafe
Assam,Karbi Anglong,8.43,670.8,9.0,231.99,109.895,13.0,36.42,0.0,250.0,50.04,30.32,85.72,7.57,0.5,24.0,393.6,Hard,Safe
Assam,Nagaon,8.42,493.5,9.0,195.36,24.815,16.53,7.36,0.0,150.0,44.04,9.69,27.13,7.04,0.83,24.0,284.6,Hard,Safe
Assam,Nagaon,8.42,545.7,21.0,335.77,46.085,20.85,0.0,0.0,270.0,66.05,25.45,26.83,21.19,0.87,24.0,318.0,Hard,Safe
Assam,Goalpara,8.39,273.1,9.0,225.88,28.36,2.57,0.14,0.0,100.0,24.02,9.7,54.82,31.93,1.6,24.0,147.0,Moderately,Safe
Assam,Morigaon,8.39,369.1,9.0,201.46,28.36,8.98,0.2,0.0,190.0,18.01,35.19,10.27,3.01,0.98,24.0,213.2,Hard,Safe
Assam,Kamrup,8.39,469.7,9.0,238.09,209.155,2.77,1.07,0.0,240.0,38.03,35.18,72.43,46.72,0.65,24.0,266.5,Hard,Safe
Assam,Tinsukia,8.39,768.1,9.0,146.52,95.715,26.25,41.36,0.0,230.0,32.03,36.39,50.05,19.24,0.09,24.0,411.1,Hard,Safe
Assam,Morigaon,8.38,413.7,6.0,140.41,38.995,10.85,0.0,0.0,135.0,22.02,19.41,20.64,3.73,1.4,24.0,240.5,Hard,Safe
Assam,Nalbari,8.38,626.8,18.0,250.3,205.61,14.95,0.32,0.0,270.0,78.06,18.17,79.61,39.01,0.74,24.0,330.9,Hard,Safe
Assam,DHEMAJI,8.38,438.2,9.0,219.78,38.995,22.97,17.12,0.0,185.0,36.03,23.04,30.14,10.59,0.54,24.0,233.1,Hard,Safe
Assam,Morigaon,8.37,772.9,12.0,286.93,170.16,14.91,0.0,0.0,265.0,72.06,20.6,112.24,6.42,1.1,24.0,455.9,Hard,Safe
Assam,Morigaon,8.37,270.6,9.0,97.68,31.905,13.92,0.0,0.0,120.0,28.02,12.12,5.84,7.5,0.71,24.0,155.3,Moderately,Safe
Assam,Tinsukia,8.36,369.5,12.0,201.46,17.725,13.35,3.91,0.0,150.0,26.02,20.62,20.07,16.68,0.08,24.0,196.1,Hard,Safe
Assam,Cachar,8.35,338.5,9.0,183.15,116.985,5.69,0.52,0.0,170.0,38.03,18.19,55.51,13.45,0.71,24.0,178.7,Hard,Safe
Assam,Morigaon,8.35,183.7,9.0,79.36,31.905,8.6,0.0,0.0,95.0,22.02,9.7,10.81,3.9,0.73,24.0,106.4,Moderately,Safe
Assam,Cachar,8.35,513.2,6.0,128.2,290.69,9.19,1.6,0.0,250.0,40.03,36.39,78.79,40.38,0.34,24.0,277.8,Hard,Moderately Safe
Assam,Morigaon,8.33,875.8,6.0,286.93,177.25,20.72,13.83,0.0,230.0,58.05,20.6,114.16,36.82,0.85,24.0,503.8,Hard,Safe
Assam,LAKHIMPUR,8.33,27.14,12.0,42.73,10.635,0.15,0.0,0.0,30.0,4.0,4.85,13.14,7.74,0.38,24.0,15.49,Soft,Safe
Assam,Karimganj,8.33,378.8,12.0,219.78,127.62,15.2,1.03,0.0,245.0,64.05,20.6,42.44,17.64,0.53,24.0,200.0,Hard,Safe
Assam,Karimganj,8.31,336.1,15.0,219.78,106.35,1.77,0.23,0.0,195.0,56.04,13.32,40.44,28.72,0.43,24.0,173.5,Hard,Safe
Assam,Nagaon,8.31,403.7,15.0,244.2,24.815,19.27,4.58,0.0,190.0,28.02,29.11,32.06,8.54,0.9,24.0,233.4,Hard,Safe
Assam,Kamrup,8.29,109.6,0.0,79.36,14.18,0.42,0.0,0.0,45.0,16.01,1.21,18.04,4.28,1.0,24.0,62.33,Soft,Safe
Assam,Morigaon,8.28,120.0,0.0,61.05,17.725,5.37,0.0,0.0,65.0,14.01,7.27,8.79,1.7,0.75,24.0,68.72,Moderately,Safe
Assam,DHEMAJI,8.27,196.1,0.0,134.31,7.09,3.23,1.75,0.0,100.0,38.03,1.2,5.39,1.63,0.47,24.0,101.5,Moderately,Safe
Assam,LAKHIMPUR,8.24,108.9,0.0,67.15,7.09,7.82,0.52,0.0,65.0,18.01,4.85,2.37,2.41,0.49,24.0,62.74,Moderately,Safe
Assam,West Kaarbi-Anglong,8.24,113.4,0.0,73.26,14.18,4.46,0.01,0.0,55.0,8.01,8.49,11.3,1.12,1.1,24.0,65.8,Soft,Safe
Assam,West Kaarbi-Anglong,8.24,163.4,0.0,36.63,24.815,4.18,2.35,0.0,40.0,8.01,4.85,8.58,6.71,0.65,24.0,94.42,Soft,Safe
Assam,Kamrup,8.22,312.1,0.0,67.15,53.175,47.4,4.69,0.0,105.0,12.01,18.2,21.34,24.24,0.42,24.0,179.4,Moderately,Safe
Assam,East Kaarbi-Anglong,8.21,117.6,0.0,67.15,17.725,0.0,5.06,0.0,55.0,16.01,3.63,8.83,3.73,0.58,24.0,68.47,Soft,Unsafe
Assam,Karbi Anglong,8.2,217.3,0.0,61.05,53.175,7.71,0.0,0.0,65.0,14.01,7.27,33.77,5.37,0.33,24.0,126.3,Moderately,Safe
Assam,Kokrajhar,8.2,68.06,0.0,91.57,53.175,13.35,1.14,0.0,120.0,42.03,3.62,14.01,4.38,0.43,24.0,37.24,Moderately,Safe
Assam,West Kaarbi-Anglong,8.18,156.1,0.0,61.05,28.36,3.75,1.19,0.0,65.0,24.02,1.2,15.37,2.15,0.44,24.0,89.7,Moderately,Safe
Assam,LAKHIMPUR,8.17,237.0,0.0,134.31,21.27,4.17,13.63,0.0,110.0,26.02,10.91,12.16,2.37,0.48,24.0,125.5,Moderately,Safe
Assam,Kamrup,8.17,281.7,0.0,177.04,28.36,14.64,1.15,0.0,140.0,36.03,12.12,18.16,8.77,0.75,24.0,152.6,Hard,Safe
Assam,Karbi Anglong,8.17,144.7,0.0,85.47,24.815,5.5,0.0,0.0,90.0,22.02,8.48,8.36,4.7,0.39,24.0,84.63,Moderately,Safe
Assam,Dhubri,8.17,305.2,0.0,152.62,88.625,21.43,0.5,0.0,160.0,58.05,3.61,32.39,14.43,0.55,24.0,160.1,Hard,Safe
Assam,Biswanath,8.16,140.2,0.0,73.26,10.635,2.51,5.25,0.0,60.0,12.01,7.28,9.54,6.56,0.38,24.0,74.45,Soft,Safe
Assam,Bongaigaon,8.13,453.2,0.0,103.78,322.595,18.32,0.0,0.0,315.0,56.04,42.45,75.93,35.19,0.4,24.0,247.0,Hard,Moderately Safe
Assam,LAKHIMPUR,8.12,263.4,0.0,134.31,17.725,12.31,1.75,0.0,110.0,24.02,12.12,9.65,13.86,0.39,24.0,139.3,Moderately,Safe
Assam,Morigaon,8.12,174.7,0.0,91.57,17.725,15.42,0.0,0.0,90.0,22.02,8.48,4.07,11.23,0.45,24.0,100.0,Moderately,Safe
Assam,Tinsukia,8.12,182.5,0.0,122.1,10.635,4.35,0.0,0.0,100.0,20.02,12.13,5.07,1.38,0.05,24.0,101.4,Moderately,Safe
Assam,Karimganj,8.12,186.7,0.0,134.31,77.99,7.33,0.19,0.0,150.0,26.02,20.62,24.1,8.02,0.36,24.0,96.39,Hard,Safe
Assam,Nagaon,8.1,58.86,0.0,48.84,10.635,0.85,7.46,0.0,30.0,8.01,2.42,12.7,3.83,0.61,24.0,34.37,Soft,Safe
Assam,Golaghat,8.08,269.3,0.0,48.84,53.175,13.74,17.95,0.0,100.0,26.02,8.48,22.44,5.63,0.42,24.0,154.8,Moderately,Safe
Assam,Biswanath,8.08,343.5,0.0,122.1,49.63,10.92,10.23,0.0,170.0,20.02,29.12,4.49,5.49,0.33,24.0,182.7,Hard,Safe
Assam,Morigaon,8.08,355.6,0.0,61.05,70.9,30.82,4.67,0.0,145.0,50.04,4.83,10.92,14.15,0.89,24.0,204.0,Hard,Safe
Assam,Kamrup,8.07,1207.0,0.0,488.39,106.35,53.17,9.09,0.0,295.0,110.09,4.8,85.97,58.85,1.2,24.0,636.1,Hard,Moderately Safe
Assam,LAKHIMPUR,8.06,161.4,0.0,128.2,7.09,0.05,13.66,0.0,100.0,20.02,12.13,6.17,2.32,0.63,24.0,92.59,Moderately,Safe
Assam,Biswanath,8.06,197.1,0.0,152.62,7.09,0.0,30.3,0.0,115.0,22.02,14.55,11.45,4.79,0.74,24.0,112.2,Moderately,Unsafe
Assam,Karbi Anglong,8.05,297.3,9.0,256.4,14.18,2.78,0.0,0.0,165.0,30.02,21.83,27.83,3.49,0.99,24.0,173.1,Hard,Safe
