STATE,DISTRICT,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,HARDNESS,QUALITY
TAMIL NADU,Kanyakumari,7.8,250.0,0.0,24.0,50.0,6.0,13.0,0.0,80.0,8.0,15.0,12.0,5.0,0.3,24.0,520.0,Moderately,Safe
TAMIL NADU,Kanyakumari,7.3,843.0,0.0,85.0,170.0,20.0,47.0,0.0,200.0,20.0,36.0,56.0,27.0,0.67,24.0,520.0,Hard,Safe
TAMIL NADU,Kanyakumari,7.1,169.0,0.0,37.0,21.0,13.0,8.0,0.0,70.0,12.0,10.0,4.0,2.0,0.15,24.0,520.0,Moderately,Safe
TAMIL NADU,Kanyakumari,7.0,695.0,0.0,122.0,78.0,21.0,69.0,0.0,120.0,32.0,10.0,60.0,26.0,0.32,24.0,520.0,Hard,Safe
TAMIL NADU,Kanyakumari,7.6,729.0,0.0,67.0,156.0,56.0,12.0,0.0,120.0,20.0,17.0,86.0,3.0,0.44,24.0,520.0,Moderately,Safe
TAMIL NADU,Kanyakumari,7.3,667.0,0.0,67.0,92.0,59.0,24.0,0.0,160.0,36.0,17.0,38.0,12.0,0.22,24.0,520.0,Hard,Safe
TAMIL NADU,Kanyakumari,7.6,1386.0,0.0,250.0,227.0,141.0,24.0,0.0,260.0,44.0,36.0,168.0,2.0,1.53,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Krishnagiri,7.26,292.0,0.0,118.0,21.0,18.0,0.0,0.0,100.0,25.0,9.0,14.0,3.0,0.33,24.0,520.0,Moderately,Safe
TAMIL NADU,Krishnagiri,7.61,2570.0,0.0,586.0,370.0,360.0,34.0,0.0,660.0,120.0,88.0,278.0,17.0,1.8,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Krishnagiri,8.26,831.0,0.0,427.0,53.0,69.0,2.0,0.0,235.0,30.0,39.0,99.0,15.0,1.66,24.0,520.0,Hard,Safe
TAMIL NADU,Krishnagiri,8.07,1114.0,0.0,378.0,149.0,72.0,38.0,0.0,365.0,54.0,56.0,96.0,11.0,0.89,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Krishnagiri,7.57,735.0,0.0,329.0,71.0,37.0,5.0,0.0,220.0,52.0,22.0,92.0,1.0,0.39,24.0,520.0,Hard,Safe
TAMIL NADU,Krishnagiri,7.93,1647.0,0.0,415.0,277.0,100.0,69.0,0.0,410.0,80.0,51.0,213.0,13.0,0.8,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Krishnagiri,7.78,2940.0,0.0,610.0,441.0,140.0,251.0,0.0,740.0,132.0,100.0,275.0,10.0,0.86,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Krishnagiri,7.22,1459.0,0.0,375.0,235.0,156.0,0.0,0.0,390.0,58.0,60.0,153.0,4.0,1.06,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Krishnagiri,7.36,722.0,0.0,336.0,71.0,23.0,3.0,0.0,235.0,54.0,24.0,70.0,5.0,0.52,24.0,520.0,Hard,Safe
TAMIL NADU,Krishnagiri,7.25,2930.0,0.0,305.0,683.0,100.0,39.0,0.0,660.0,172.0,56.0,256.0,6.0,0.47,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Krishnagiri,7.39,2680.0,0.0,403.0,498.0,94.0,128.0,0.0,620.0,112.0,83.0,245.0,5.0,1.53,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Krishnagiri,7.57,528.0,0.0,262.0,28.0,28.0,18.0,0.0,175.0,52.0,11.0,50.0,4.0,1.0,24.0,520.0,Hard,Safe
TAMIL NADU,Salem,7.8,1001.0,0.0,439.0,50.0,59.0,18.0,0.0,380.0,48.0,63.0,30.0,14.0,1.54,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.5,1159.0,0.0,195.0,128.0,139.0,35.0,0.0,360.0,48.0,58.0,84.0,3.0,1.04,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.6,845.0,0.0,189.0,28.0,152.0,6.0,0.0,310.0,52.0,44.0,37.0,1.0,1.48,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.8,2700.0,0.0,573.0,248.0,522.0,62.0,0.0,810.0,92.0,141.0,220.0,57.0,1.46,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.8,1198.0,0.0,378.0,142.0,141.0,5.0,0.0,510.0,44.0,97.0,41.0,3.0,0.58,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.2,2460.0,0.0,732.0,291.0,204.0,30.0,0.0,610.0,32.0,129.0,238.0,43.0,1.47,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.8,1050.0,0.0,214.0,78.0,125.0,33.0,0.0,360.0,56.0,53.0,40.0,6.0,1.54,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.9,2470.0,0.0,659.0,340.0,201.0,40.0,0.0,560.0,32.0,117.0,268.0,17.0,1.4,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.7,1273.0,0.0,366.0,113.0,145.0,63.0,0.0,540.0,72.0,87.0,43.0,0.0,0.87,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.9,1621.0,0.0,500.0,106.0,158.0,25.0,0.0,290.0,44.0,44.0,221.0,2.0,1.15,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.6,2520.0,0.0,500.0,390.0,155.0,62.0,0.0,945.0,36.0,208.0,152.0,7.0,0.99,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.7,427.0,0.0,171.0,50.0,19.0,3.0,0.0,150.0,24.0,22.0,31.0,24.0,0.51,24.0,520.0,Hard,Safe
TAMIL NADU,Salem,7.7,3250.0,0.0,512.0,603.0,112.0,60.0,0.0,540.0,48.0,102.0,349.0,5.0,0.77,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.7,1328.0,0.0,451.0,113.0,82.0,50.0,0.0,510.0,72.0,80.0,76.0,1.0,0.62,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.4,1060.0,0.0,433.0,85.0,82.0,22.0,0.0,430.0,60.0,68.0,26.0,35.0,0.3,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.8,2970.0,0.0,677.0,347.0,283.0,68.0,0.0,610.0,48.0,119.0,312.0,1.0,1.39,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.7,1329.0,0.0,366.0,163.0,91.0,76.0,0.0,480.0,84.0,66.0,77.0,5.0,0.29,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,7.5,673.0,0.0,146.0,89.0,28.0,9.0,0.0,220.0,44.0,27.0,24.0,1.0,0.21,24.0,520.0,Hard,Safe
TAMIL NADU,Salem,7.8,1208.0,0.0,476.0,110.0,86.0,38.0,0.0,360.0,52.0,56.0,110.0,4.0,0.69,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Salem,6.9,263.0,0.0,12.0,170.0,8.0,22.0,0.0,210.0,16.0,41.0,18.0,6.0,0.11,24.0,520.0,Hard,Safe
TAMIL NADU,Theni,7.9,677.0,0.0,183.0,74.0,38.0,50.0,0.0,235.0,30.0,39.0,46.0,3.0,1.02,24.0,520.0,Hard,Safe
TAMIL NADU,Theni,7.73,1250.0,0.0,244.0,170.0,144.0,56.0,0.0,475.0,42.0,90.0,69.0,6.0,1.82,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Theni,7.83,1450.0,0.0,641.0,110.0,34.0,9.0,0.0,410.0,94.0,43.0,143.0,4.0,0.59,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Theni,7.8,570.0,0.0,73.0,85.0,48.0,59.0,0.0,200.0,44.0,22.0,39.0,4.0,0.37,24.0,520.0,Hard,Safe
TAMIL NADU,Theni,7.4,2830.0,0.0,409.0,656.0,48.0,184.0,0.0,840.0,84.0,153.0,276.0,9.0,1.41,24.0,520.0,Hard,Unsafe
TAMIL NADU,Theni,7.93,1566.0,0.0,513.0,138.0,91.0,112.0,0.0,325.0,70.0,36.0,212.0,8.0,0.64,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Theni,7.52,1233.0,0.0,415.0,135.0,38.0,50.0,0.0,355.0,72.0,43.0,117.0,6.0,0.84,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Theni,7.58,2630.0,0.0,366.0,532.0,154.0,174.0,0.0,1040.0,212.0,124.0,138.0,3.0,0.99,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Theni,8.0,250.0,0.0,67.0,18.0,38.0,1.0,0.0,50.0,4.0,10.0,35.0,1.0,0.36,24.0,520.0,Soft,Safe
TAMIL NADU,Theni,7.8,545.0,0.0,244.0,18.0,29.0,31.0,0.0,200.0,50.0,18.0,35.0,5.0,0.98,24.0,520.0,Hard,Safe
TAMIL NADU,Theni,7.6,150.0,0.0,43.0,18.0,19.0,1.0,0.0,40.0,8.0,5.0,16.0,0.0,0.29,24.0,520.0,Soft,Safe
TAMIL NADU,Theni,7.91,160.0,0.0,43.0,11.0,19.0,13.0,0.0,40.0,10.0,4.0,16.0,4.0,0.1,24.0,520.0,Soft,Safe
TAMIL NADU,Theni,7.75,540.0,0.0,244.0,28.0,34.0,5.0,0.0,200.0,48.0,19.0,32.0,3.0,0.71,24.0,520.0,Hard,Safe
TAMIL NADU,Theni,7.87,890.0,0.0,397.0,28.0,48.0,29.0,0.0,310.0,64.0,36.0,60.0,4.0,0.72,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.2,1530.0,0.0,634.0,135.0,35.0,20.0,0.0,300.0,24.0,58.0,186.0,2.0,1.76,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.51,1447.0,0.0,268.0,184.0,170.0,22.0,0.0,340.0,52.0,51.0,124.0,4.0,0.8,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.1,925.0,0.0,256.0,78.0,25.0,37.0,0.0,260.0,44.0,36.0,42.0,3.0,0.56,24.0,520.0,Hard,Safe
TAMIL NADU,Thiruvannamalai,7.3,1843.0,0.0,451.0,241.0,92.0,28.0,0.0,500.0,64.0,83.0,112.0,7.0,0.57,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.8,692.0,0.0,268.0,35.0,5.0,14.0,0.0,240.0,52.0,27.0,20.0,4.0,0.37,24.0,520.0,Hard,Safe
TAMIL NADU,Thiruvannamalai,7.43,1736.0,0.0,165.0,323.0,271.0,56.0,0.0,440.0,108.0,41.0,180.0,6.0,1.01,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.3,2580.0,0.0,488.0,404.0,186.0,111.0,0.0,650.0,132.0,78.0,245.0,5.0,0.88,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.4,1485.0,0.0,165.0,284.0,119.0,53.0,0.0,450.0,108.0,44.0,106.0,3.0,0.47,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.8,1192.0,0.0,195.0,135.0,118.0,86.0,0.0,560.0,148.0,46.0,8.0,2.0,0.28,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.5,1073.0,0.0,207.0,103.0,121.0,39.0,0.0,280.0,68.0,27.0,73.0,3.0,0.55,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.3,2320.0,0.0,329.0,340.0,144.0,185.0,0.0,620.0,92.0,95.0,154.0,13.0,0.6,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.2,1309.0,0.0,415.0,121.0,40.0,19.0,0.0,350.0,64.0,46.0,74.0,7.0,0.36,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.7,1366.0,0.0,549.0,142.0,136.0,43.0,0.0,640.0,40.0,131.0,88.0,2.0,0.81,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.3,1384.0,0.0,244.0,177.0,41.0,42.0,0.0,420.0,116.0,32.0,25.0,7.0,0.37,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Thiruvannamalai,7.4,2260.0,0.0,488.0,340.0,40.0,26.0,0.0,610.0,124.0,73.0,110.0,48.0,0.35,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.47,1626.0,0.0,305.0,340.0,16.0,13.0,0.0,490.0,96.0,61.0,120.0,47.0,0.66,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.59,1444.0,0.0,549.0,142.0,36.0,48.0,0.0,410.0,84.0,49.0,109.0,55.0,0.6,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.0,749.0,0.0,378.0,64.0,18.0,41.0,0.0,200.0,40.0,24.0,97.0,31.0,0.45,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.6,402.0,0.0,159.0,21.0,40.0,22.0,0.0,150.0,40.0,12.0,24.0,3.0,0.37,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.2,4850.0,0.0,220.0,1014.0,282.0,74.0,0.0,1230.0,284.0,126.0,422.0,19.0,1.58,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.74,2680.0,0.0,805.0,369.0,132.0,68.0,0.0,750.0,172.0,78.0,286.0,62.0,0.46,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.54,951.0,0.0,366.0,106.0,22.0,31.0,0.0,350.0,80.0,36.0,53.0,7.0,0.34,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.5,296.0,0.0,67.0,43.0,5.0,11.0,0.0,100.0,16.0,15.0,14.0,3.0,0.55,24.0,520.0,Moderately,Safe
TAMIL NADU,Tirunelveli,7.16,3220.0,0.0,390.0,723.0,91.0,86.0,0.0,1130.0,272.0,109.0,132.0,28.0,0.49,24.0,520.0,Hard,Unsafe
TAMIL NADU,Tirunelveli,7.4,3520.0,0.0,427.0,603.0,307.0,80.0,0.0,660.0,116.0,90.0,356.0,30.0,1.41,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.5,1028.0,0.0,189.0,142.0,93.0,42.0,0.0,380.0,84.0,41.0,44.0,8.0,1.21,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.72,418.0,0.0,244.0,50.0,6.0,11.0,0.0,210.0,20.0,39.0,10.0,34.0,0.15,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.56,1760.0,0.0,378.0,298.0,43.0,16.0,0.0,420.0,64.0,63.0,177.0,6.0,1.31,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.4,488.0,0.0,281.0,21.0,6.0,7.0,0.0,240.0,44.0,32.0,20.0,1.0,0.98,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.6,1306.0,0.0,299.0,163.0,115.0,54.0,0.0,430.0,120.0,32.0,76.0,3.0,0.66,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.8,3020.0,0.0,732.0,397.0,230.0,63.0,0.0,390.0,44.0,68.0,475.0,7.0,1.5,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.48,2450.0,0.0,549.0,355.0,52.0,46.0,0.0,560.0,104.0,73.0,157.0,50.0,0.62,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.2,335.0,0.0,146.0,14.0,9.0,7.0,0.0,155.0,32.0,18.0,5.0,3.0,1.15,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.5,1191.0,0.0,287.0,142.0,116.0,44.0,0.0,280.0,68.0,27.0,113.0,10.0,0.79,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.64,1233.0,0.0,256.0,156.0,28.0,81.0,0.0,380.0,72.0,49.0,52.0,8.0,0.12,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.5,245.0,0.0,85.0,14.0,28.0,16.0,0.0,110.0,16.0,17.0,5.0,7.0,0.1,24.0,520.0,Moderately,Safe
TAMIL NADU,Tirunelveli,7.6,1261.0,0.0,342.0,121.0,138.0,43.0,0.0,360.0,40.0,63.0,125.0,39.0,0.91,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.4,575.0,0.0,226.0,78.0,2.0,38.0,0.0,170.0,40.0,17.0,45.0,46.0,0.54,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.67,1630.0,0.0,488.0,199.0,10.0,28.0,0.0,470.0,84.0,63.0,72.0,51.0,0.54,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.4,4260.0,0.0,281.0,978.0,315.0,119.0,0.0,1310.0,164.0,219.0,304.0,24.0,0.91,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.8,801.0,0.0,250.0,57.0,130.0,41.0,0.0,290.0,68.0,29.0,56.0,1.0,0.95,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.4,3200.0,0.0,329.0,645.0,287.0,41.0,0.0,700.0,124.0,95.0,319.0,13.0,1.34,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.83,647.0,0.0,311.0,21.0,4.0,26.0,0.0,270.0,76.0,19.0,4.0,5.0,1.64,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.3,3580.0,0.0,281.0,723.0,200.0,21.0,0.0,910.0,148.0,131.0,269.0,12.0,1.02,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.8,2360.0,0.0,305.0,503.0,147.0,13.0,0.0,610.0,116.0,78.0,204.0,10.0,1.54,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.92,933.0,0.0,232.0,106.0,36.0,56.0,0.0,260.0,40.0,39.0,68.0,27.0,0.46,24.0,520.0,Hard,Safe
TAMIL NADU,Tirunelveli,7.3,2760.0,0.0,256.0,319.0,462.0,53.0,0.0,600.0,144.0,58.0,261.0,13.0,0.58,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.43,2950.0,0.0,329.0,362.0,312.0,122.0,0.0,790.0,120.0,119.0,223.0,13.0,0.9,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tirunelveli,7.5,2280.0,0.0,317.0,404.0,191.0,111.0,0.0,630.0,88.0,100.0,179.0,2.0,0.68,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.55,449.0,0.0,110.0,92.0,14.0,3.0,0.0,150.0,44.0,10.0,32.0,3.0,0.69,24.0,520.0,Hard,Safe
TAMIL NADU,Tiruvallur,7.21,1956.0,0.0,635.0,284.0,20.0,55.0,0.0,600.0,100.0,85.0,139.0,42.0,0.7,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.31,1170.0,0.0,433.0,142.0,27.0,8.0,0.0,210.0,28.0,34.0,161.0,3.0,0.83,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.24,3450.0,0.0,348.0,859.0,198.0,3.0,0.0,900.0,216.0,88.0,361.0,14.0,0.46,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.6,1354.0,0.0,67.0,426.0,9.0,1.0,0.0,120.0,36.0,7.0,245.0,7.0,0.11,24.0,520.0,Moderately,Moderately Safe
TAMIL NADU,Tiruvallur,7.62,1409.0,0.0,238.0,199.0,182.0,39.0,0.0,440.0,56.0,73.0,96.0,34.0,0.71,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.36,894.0,0.0,122.0,195.0,22.0,45.0,0.0,230.0,64.0,17.0,84.0,9.0,0.44,24.0,520.0,Hard,Safe
TAMIL NADU,Tiruvallur,7.16,3020.0,0.0,336.0,696.0,204.0,11.0,0.0,1000.0,248.0,92.0,224.0,8.0,1.31,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.23,3120.0,0.0,262.0,880.0,51.0,5.0,0.0,960.0,248.0,83.0,270.0,1.0,0.57,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.4,3760.0,0.0,397.0,973.0,121.0,6.0,0.0,1100.0,248.0,117.0,357.0,10.0,0.26,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.21,1039.0,0.0,342.0,124.0,24.0,51.0,0.0,210.0,40.0,27.0,120.0,34.0,0.75,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.63,1701.0,0.0,238.0,241.0,305.0,28.0,0.0,410.0,72.0,56.0,197.0,10.0,1.1,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.59,810.0,0.0,262.0,135.0,12.0,11.0,0.0,240.0,52.0,27.0,80.0,1.0,0.88,24.0,520.0,Hard,Safe
TAMIL NADU,Tiruvallur,7.12,1338.0,0.0,476.0,178.0,24.0,4.0,0.0,225.0,28.0,38.0,200.0,1.0,1.21,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.45,972.0,0.0,329.0,142.0,14.0,6.0,0.0,280.0,52.0,36.0,96.0,4.0,1.14,24.0,520.0,Hard,Safe
TAMIL NADU,Tiruvallur,7.67,1371.0,0.0,445.0,178.0,39.0,75.0,0.0,370.0,88.0,36.0,154.0,4.0,0.96,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.31,2410.0,0.0,488.0,476.0,103.0,2.0,0.0,630.0,100.0,92.0,260.0,2.0,1.2,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tiruvallur,7.1,1741.0,0.0,415.0,263.0,127.0,21.0,0.0,480.0,132.0,36.0,163.0,7.0,0.79,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.5,1387.0,0.0,232.0,184.0,80.0,137.0,0.0,450.0,100.0,49.0,60.0,11.0,0.66,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.0,340.0,0.0,98.0,21.0,11.0,28.0,0.0,100.0,20.0,12.0,15.0,2.0,0.37,24.0,520.0,Moderately,Safe
TAMIL NADU,Tuticorin,7.6,773.0,0.0,195.0,78.0,30.0,42.0,0.0,190.0,52.0,15.0,78.0,1.0,0.44,24.0,520.0,Hard,Safe
TAMIL NADU,Tuticorin,7.8,1158.0,0.0,439.0,99.0,118.0,32.0,0.0,340.0,72.0,39.0,112.0,30.0,0.28,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.8,1828.0,0.0,537.0,213.0,131.0,25.0,0.0,270.0,36.0,44.0,310.0,8.0,1.55,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.3,1550.0,0.0,366.0,227.0,131.0,28.0,0.0,405.0,36.0,77.0,140.0,12.0,1.16,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.7,1400.0,0.0,421.0,85.0,148.0,93.0,0.0,390.0,88.0,41.0,81.0,66.0,0.5,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.0,835.0,0.0,342.0,43.0,35.0,15.0,0.0,230.0,48.0,27.0,56.0,57.0,0.4,24.0,520.0,Hard,Safe
TAMIL NADU,Tuticorin,7.5,1181.0,0.0,238.0,170.0,59.0,50.0,0.0,240.0,80.0,10.0,124.0,26.0,0.7,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.5,3820.0,0.0,268.0,837.0,113.0,117.0,0.0,1190.0,192.0,173.0,163.0,52.0,0.54,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,8.2,2720.0,0.0,1025.0,85.0,188.0,136.0,0.0,100.0,16.0,15.0,534.0,13.0,1.74,24.0,520.0,Moderately,Unsafe
TAMIL NADU,Tuticorin,7.5,800.0,0.0,244.0,64.0,39.0,26.0,0.0,255.0,64.0,23.0,32.0,12.0,0.3,24.0,520.0,Hard,Safe
TAMIL NADU,Tuticorin,7.4,2350.0,0.0,232.0,418.0,113.0,143.0,0.0,750.0,168.0,80.0,91.0,16.0,0.4,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.8,1435.0,0.0,354.0,241.0,12.0,23.0,0.0,320.0,68.0,36.0,155.0,21.0,0.23,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Tuticorin,7.8,1600.0,0.0,336.0,184.0,64.0,93.0,0.0,640.0,148.0,66.0,30.0,17.0,0.4,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.29,2340.0,0.0,385.0,290.0,10.0,53.0,0.0,530.0,72.0,85.0,72.0,21.0,0.8,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.03,2070.0,0.0,278.0,510.0,45.0,46.0,0.0,485.0,92.0,62.0,241.0,32.0,1.42,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,7.87,3255.0,0.0,439.0,696.0,56.0,16.0,0.0,680.0,168.0,63.0,350.0,2.0,0.65,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.48,1192.0,30.0,370.0,285.0,40.0,9.0,0.0,630.0,92.0,97.0,29.0,19.0,0.51,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.44,1187.0,24.0,305.0,216.0,24.0,19.0,0.0,400.0,120.0,24.0,83.0,8.0,0.15,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,7.93,1865.0,0.0,323.0,362.0,96.0,45.0,0.0,660.0,78.0,113.0,115.0,5.0,0.82,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.51,2340.0,18.0,360.0,290.0,10.0,53.0,0.0,530.0,72.0,85.0,72.0,21.0,0.8,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,7.3,3170.0,0.0,366.0,560.0,288.0,82.0,0.0,730.0,124.0,102.0,368.0,1.0,1.53,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,7.29,3060.0,0.0,303.0,710.0,108.0,42.0,0.0,790.0,192.0,75.0,233.0,5.0,1.56,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.37,776.0,30.0,293.0,71.0,44.0,20.0,0.0,250.0,40.0,36.0,51.0,23.0,0.66,24.0,520.0,Hard,Safe
TAMIL NADU,Vellore,8.15,1352.0,0.0,427.0,220.0,7.0,19.0,0.0,500.0,34.0,101.0,78.0,8.0,0.22,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.47,1123.0,30.0,366.0,145.0,34.0,6.0,0.0,135.0,32.0,13.0,189.0,10.0,1.12,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,7.4,4480.0,0.0,561.0,737.0,435.0,68.0,0.0,930.0,84.0,175.0,548.0,1.0,1.41,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.21,1715.0,0.0,622.0,225.0,43.0,19.0,0.0,415.0,64.0,62.0,184.0,5.0,0.82,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.41,934.0,24.0,232.0,154.0,28.0,30.0,0.0,310.0,72.0,32.0,71.0,12.0,0.62,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.25,1612.0,0.0,586.0,263.0,43.0,23.0,0.0,490.0,88.0,66.0,170.0,3.0,0.33,24.0,520.0,Hard,Moderately Safe
TAMIL NADU,Vellore,8.19,2880.0,0.0,495.0,517.0,96.0,42.0,0.0,630.0,92.0,97.0,294.0,17.0,1.74,24.0,520.0,Hard,Moderately Safe
